rank_global,rank_posicion,player_id,name,gender,age,position,alternative_positions,n_alternative_positions,ovr,pac,sho,pas,dri,def,phy,acceleration,sprint_speed,positioning,finishing,shot_power,long_shots,volleys,penalties,vision,crossing,free_kick_accuracy,short_passing,long_passing,curve,dribbling,agility,balance,reactions,ball_control,composure,interceptions,heading_accuracy,def_awareness,standing_tackle,sliding_tackle,jumping,stamina,strength,aggression,height_cm,weight_kg,preferred_foot,weak_foot,skill_moves,play_styles,n_play_styles,n_play_styles_plus,nation,league,team,name_key
11152,705,275982,Irakli Yegoian,M,22,CAM,CM,1,63,65,59,60,67,43,45,59,70,57,56,67,58,59,51,54,64,54,63,55,60,65,67,84,59,69,65,34,43,44,48,44,38,54,40,49,168.0,60.0,Right,3,3,,0,0,Georgia,Eredivisie,Excelsior,irakli yegoian
11152,934,74567,Isaac James,M,21,LB,LM,1,63,66,42,50,61,58,68,63,68,48,38,48,42,46,43,66,41,36,53,39,53,63,55,62,62,61,51,59,51,52,65,64,69,56,77,60,183.0,75.0,Left,2,3,,0,0,Nigeria,Liga Portugal,FC Alverca,isaac james
11152,1505,260421,Isaiah Parente,M,26,CM,CDM,1,63,56,53,63,67,61,52,63,50,58,51,60,53,41,54,52,65,60,68,64,62,66,68,76,60,68,62,64,52,60,64,59,54,53,50,53,178.0,68.0,Right,3,2,,0,0,United States,MLS,LA Galaxy,isaiah parente
11152,236,270560,Isak Bjerkebo,M,23,LW,RW|ST|LM,3,63,80,58,57,65,24,56,83,77,57,62,54,56,41,60,57,62,39,59,54,42,63,84,81,58,61,61,20,56,19,23,18,71,58,55,51,178.0,72.0,Right,3,3,,0,0,Sweden,Allsvenskan,IK Sirius,isak bjerkebo
11152,2401,251312,Jack Armer,M,24,CB,LB|LM,2,63,69,47,55,58,62,73,68,69,53,42,61,47,36,44,63,52,40,56,52,61,59,58,53,59,58,55,61,60,61,63,62,73,82,72,62,185.0,74.0,Left,2,2,Block|Whipped Pass,2,0,Scotland,EFL League One,Burton Albion,jack armer
11152,2401,205393,Jack Baldwin,M,32,CB,,0,63,56,40,51,55,62,70,52,59,40,42,46,33,27,32,47,49,21,59,57,39,52,63,61,60,54,65,61,63,61,64,62,69,72,73,61,185.0,70.0,Right,4,2,Block,1,0,England,EFL League Two,Colchester,jack baldwin
11152,940,252379,Jack Burroughs,M,25,RB,LB|LM|RM,3,63,72,52,56,62,60,70,71,72,60,49,58,53,47,49,58,53,35,59,57,58,64,62,58,60,60,58,57,57,58,64,61,74,60,72,78,188.0,80.0,Right,5,2,,0,0,Scotland,EFL League One,Northampton,jack burroughs
11152,705,246228,Jack Lankester,M,26,CAM,ST|RM|CM,3,63,77,59,60,64,43,58,80,75,60,59,59,59,56,55,57,62,57,63,59,58,63,70,79,60,61,60,41,47,40,47,42,66,61,61,47,177.0,73.0,Left,3,3,,0,0,England,EFL League Two,Crewe Alexandra,jack lankester
11152,717,226561,Jack McMillan,M,28,RM,RB|CM,2,63,66,47,59,61,59,71,68,65,57,48,45,46,44,42,63,58,48,62,55,54,61,63,57,64,62,58,60,54,60,58,59,68,76,71,64,183.0,77.0,Right,3,2,,0,0,Scotland,EFL League One,Exeter City,jack mcmillan
11152,2401,247490,Jacob Haahr,M,24,CB,,0,63,66,25,42,56,62,59,65,67,23,22,39,20,27,21,26,28,25,59,54,32,53,61,59,60,59,45,63,63,61,63,60,70,34,69,60,187.0,75.0,Right,2,2,,0,0,Denmark,Eliteserien,Bryne FK,jacob haahr
11152,236,77078,Jacob Hanstad,M,23,LW,LM,1,63,70,62,58,62,25,52,68,71,62,63,63,60,52,59,61,63,42,59,57,47,61,66,64,60,62,59,17,39,26,25,26,51,42,56,57,182.0,71.0,Right,3,3,,0,0,Norway,Eliteserien,Sandefjord,jacob hanstad
11152,934,241552,Jacob Italiano,M,24,LB,LM|RM,2,63,76,56,59,69,58,56,79,73,51,53,68,56,50,50,58,62,53,60,56,63,69,79,77,56,67,57,59,41,57,62,60,55,63,51,61,177.0,71.0,Left,5,3,,0,0,Australia,Ö. Bundesliga,Grazer AK,jacob italiano
11152,717,255335,Jahkeele Marshall-Rutty,M,21,RM,RB|LB,2,63,81,51,55,69,52,42,84,79,54,51,55,49,37,51,55,53,39,59,54,50,68,82,81,59,66,63,51,31,54,57,57,43,62,32,40,170.0,69.0,Right,4,3,,0,0,Canada,MLS,Charlotte FC,jahkeele marshall rutty
11152,717,264584,Jahnoah Markelo,M,23,RM,RW,1,63,82,63,55,65,32,52,81,82,57,62,78,55,54,60,55,55,51,57,54,50,66,64,81,53,64,58,21,49,29,35,32,59,56,49,51,181.0,71.0,Left,3,3,Quick Step,1,0,Holland,Brack Super League,FC Zürich,jahnoah markelo
11152,1031,75286,Jairo Amaro,M,23,CDM,CM,1,63,63,62,61,58,62,67,63,63,54,61,63,64,62,57,59,61,58,59,67,65,56,64,67,56,58,60,66,57,64,60,63,66,67,68,64,178.0,77.0,Right,3,2,,0,0,Uruguay,Libertadores,Nacional,jairo amaro
11152,1505,240603,Jake Doyle-Hayes,M,27,CM,CDM,1,63,65,58,63,65,59,61,66,65,60,57,62,56,57,50,61,64,54,65,63,63,64,70,72,63,64,66,62,52,58,61,60,62,56,61,68,175.0,68.0,Right,3,2,,0,0,Republic of Ireland,EFL League One,Exeter City,jake doyle hayes
11152,1031,256358,Jake Garrett,M,23,CDM,CM|CAM,2,63,65,53,58,63,59,65,69,62,54,56,54,49,40,42,54,60,39,62,63,45,61,73,76,60,61,58,61,50,57,62,61,62,65,61,77,177.0,73.0,Left,4,2,,0,0,England,EFL Championship,Blackburn Rovers,jake garrett
11152,2401,272324,Jake Girdwood-Reich,M,21,CB,CDM|CM,2,63,60,41,53,54,61,73,64,56,42,35,55,40,31,45,41,46,36,65,61,36,47,65,64,56,58,58,55,58,64,64,62,70,80,71,72,186.0,75.0,Right,2,2,Bruiser|Slide Tackle,2,0,Australia,MLS,St. Louis CITY SC,jake girdwood reich
11152,1671,274701,Jakob Napoleon Romsaas,M,21,ST,CAM,1,63,77,59,60,63,35,63,75,78,65,64,60,55,45,42,53,66,48,65,56,57,63,63,55,54,65,63,37,52,35,30,28,69,64,69,47,187.0,77.0,Right,3,3,,0,0,Norway,1A Pro League,Sp. Charleroi,jakob napoleon romsaas
11152,2401,72722,Jakob Schöller,M,20,CB,RB,1,63,85,29,53,48,62,68,84,86,30,25,41,22,23,42,39,54,28,62,64,25,39,65,58,57,52,56,62,63,61,63,61,84,60,75,57,190.0,80.0,Right,2,2,,0,0,Austria,Ö. Bundesliga,SK Rapid,jakob scholler
11152,1505,73381,Jakob Segadal Hansen,M,20,CM,CAM,1,63,72,58,59,62,54,65,74,71,61,60,58,59,50,42,46,62,42,66,64,44,62,64,62,61,63,52,57,54,50,59,46,68,65,67,59,183.0,73.0,Right,3,2,Press Proven,1,0,Norway,Eliteserien,Viking FK,jakob segadal hansen
11152,778,215581,Jakub Łukowski,M,29,LM,RM|LW,2,63,77,59,58,64,32,57,75,79,62,57,61,59,50,66,57,59,53,60,58,53,61,79,85,61,60,60,47,50,25,25,24,62,68,55,48,172.0,67.0,Right,3,3,,0,0,Poland,PKO BP Ekstraklasa,GKS Katowice,jakub ukowski
11152,2401,206554,James Bolton,M,31,CB,,0,63,70,35,53,58,62,72,75,65,45,29,51,34,22,36,55,44,30,61,52,42,55,72,66,59,58,52,60,60,63,63,62,78,73,74,65,183.0,75.0,Right,3,2,,0,0,England,EFL League Two,Fleetwood Town,james bolton
11152,1505,230126,James Brophy,M,31,CM,LM|RM|CAM,3,63,85,53,61,65,57,70,82,87,64,54,56,51,40,50,63,63,54,60,62,52,63,78,69,62,63,64,59,42,59,59,57,65,84,66,64,180.0,72.0,Left,2,3,Relentless,1,0,England,EFL League Two,Cambridge Utd,james brophy
11152,940,264305,James Carragher,M,23,RB,CB,1,63,68,33,48,53,62,67,66,70,37,30,36,37,28,38,52,39,23,57,48,36,48,55,54,61,57,55,61,63,62,63,61,74,58,75,56,192.0,87.0,Right,2,2,,0,0,Malta,EFL League One,Wigan Athletic,james carragher
11152,940,71960,James Dornelly,M,20,RB,RM,1,63,74,36,57,59,57,59,75,74,54,36,35,34,31,32,58,58,31,61,52,52,56,72,79,57,57,58,56,46,56,60,60,57,70,54,56,175.0,65.0,Right,2,2,,0,0,England,EFL League One,Peterborough,james dornelly
11152,940,235329,James Gibbons,M,28,RB,LB|CB|RM,3,63,69,43,56,61,58,67,70,68,53,37,55,45,34,42,58,53,56,57,56,57,57,76,81,59,58,57,57,54,59,60,58,70,75,58,77,175.0,74.0,Right,4,2,Long Throw,1,0,England,EFL League Two,Cambridge Utd,james gibbons
11152,1671,278600,James Wilson,M,19,ST,,0,63,72,63,42,62,19,56,76,69,66,67,65,53,57,67,34,54,31,46,32,38,57,76,82,64,63,60,15,62,14,16,11,68,80,51,37,170.0,70.0,Right,3,2,,0,0,Scotland,Scottish Prem,Hearts,james wilson
11152,1505,255196,Jamie Jellis,M,25,CM,CAM,1,63,69,58,60,65,58,72,68,69,58,58,64,56,55,46,52,62,50,64,62,56,62,75,75,64,64,59,61,43,56,62,57,57,80,68,77,174.0,67.0,Right,2,3,First Touch|Gamechanger,2,0,England,EFL League Two,Walsall,jamie jellis
11152,1505,206565,Jamie Walker,M,32,CM,CAM,1,63,78,60,63,67,58,69,79,78,61,61,58,60,62,63,63,64,65,63,61,65,64,84,80,59,65,68,59,50,59,60,57,68,72,62,81,175.0,70.0,Right,3,3,Finesse Shot|Technical,2,0,Scotland,EFL League Two,Grimsby Town,jamie walker
11152,1031,260302,Jan Biegański,M,23,CDM,CM,1,63,61,48,53,56,61,72,59,62,35,47,60,46,32,48,44,53,34,62,56,39,55,49,58,60,60,54,58,58,63,62,59,68,75,72,68,183.0,80.0,Left,3,3,,0,0,Poland,PKO BP Ekstraklasa,Pogoń Szczecin,jan bieganski
11152,2401,247409,Jan Boller,M,26,CB,,0,63,58,46,54,53,62,70,52,63,33,32,67,58,39,50,49,42,65,59,57,61,48,63,60,54,55,52,62,65,58,65,62,70,67,75,63,185.0,71.0,Right,5,2,,0,0,Germany,3. Liga,SSV Ulm 1846,jan boller
11152,1031,73169,Janne Sietan,M,23,CDM,CM|CB,2,63,62,52,55,60,59,73,58,65,63,50,67,48,26,36,47,55,33,63,60,35,59,61,66,58,60,58,60,58,57,61,59,68,79,72,71,185.0,79.0,Right,3,2,,0,0,Germany,3. Liga,SV Waldhof,janne sietan
11152,2401,256473,Jasper Moon,M,25,CB,,0,63,60,26,42,42,64,72,57,62,28,21,35,26,29,34,28,34,31,55,48,23,33,49,57,61,46,50,64,60,63,66,62,69,80,72,61,186.0,77.0,Right,3,2,,0,0,England,EFL League One,Burton Albion,jasper moon
11152,940,270455,Jasper Pattenden,M,23,RB,RM,1,63,82,49,57,62,58,59,81,82,55,46,56,50,49,45,57,57,51,60,56,52,58,91,84,61,56,56,59,53,59,59,57,68,63,58,52,167.0,73.0,Right,3,3,,0,0,England,EFL League One,Stevenage,jasper pattenden
11152,1671,277498,Jaurès Assoumou,M,23,ST,RM,1,63,68,64,49,65,22,47,72,65,65,66,64,60,55,64,39,57,43,56,37,54,64,68,68,62,66,59,13,57,18,22,19,62,55,50,28,182.0,70.0,Right,2,2,,0,0,Côte d'Ivoire,Ligue 2 BKT,ESTAC Troyes,jaures assoumou
11152,1671,229856,Javier Parraguez,M,36,ST,,0,63,48,62,49,58,25,67,45,50,64,63,69,55,54,63,47,53,37,59,34,34,63,42,33,58,60,52,21,68,23,17,21,73,47,83,52,183.0,89.0,Right,3,3,Enforcer|Finesse Shot,2,0,Chile,Sudamericana,Deportes Iquique,javier parraguez
11152,934,247543,Javiera Toro,F,27,LB,LM,1,63,46,41,56,59,64,57,42,50,46,45,51,24,21,42,71,42,35,66,42,49,47,67,79,66,70,58,60,72,67,62,60,65,48,60,60,160.0,56.0,Left,3,3,,0,0,Chile,Liga F Moeve,Alhama CF,javiera toro
11152,1505,79109,Jean Vercruysse,M,25,CM,CAM,1,63,65,61,68,64,49,66,69,62,59,58,69,59,64,71,70,63,76,68,69,72,63,62,72,67,65,65,29,46,60,52,48,65,69,73,46,185.0,79.0,Right,3,2,,0,0,France,Ligue 2 BKT,Le Mans FC,jean vercruysse
11152,717,272562,Jed Drew,M,22,RM,ST|RW,2,63,90,57,55,63,41,65,90,90,58,56,62,59,47,48,57,60,55,53,47,62,61,81,78,62,57,58,39,44,38,44,39,67,76,63,58,179.0,71.0,Right,4,3,Quick Step|Rapid,2,0,Australia,Ö. Bundesliga,TSV Hartberg,jed drew
11152,1031,227859,Jeong Hyun Cheol,M,32,CDM,CB|CM,2,63,47,51,56,57,60,71,45,48,53,44,67,60,32,35,35,61,43,68,64,34,55,59,63,60,57,59,59,66,55,62,61,69,71,76,61,187.0,72.0,Right,3,2,,0,0,Korea Republic,K League 1,Daegu FC,jeong hyun cheol
11152,2401,238576,Jeong Tae Wook,M,28,CB,,0,63,47,31,47,46,61,78,36,56,58,31,38,18,29,36,32,46,34,53,60,35,42,31,34,54,55,55,58,68,62,60,59,72,67,89,66,194.0,92.0,Right,3,2,Aerial Fortress|Bruiser|Jockey|Precision Header|Slide Tackle,5,0,Korea Republic,K League 1,FC Seoul,jeong tae wook
11152,2401,211635,Jeong Woon,M,36,CB,LB|LM,2,63,68,57,63,63,62,70,70,66,63,49,71,65,48,44,64,65,70,61,60,65,62,79,67,61,58,63,59,69,62,62,58,77,65,74,63,180.0,73.0,Left,3,3,Block,1,0,Korea Republic,K League 1,Jeju United,jeong woon
11152,1671,70460,Jesse van de Haar,M,21,ST,,0,63,61,63,47,62,20,55,57,65,60,66,64,59,58,59,31,51,38,59,38,44,63,55,54,60,64,58,12,65,18,14,16,63,60,58,39,188.0,73.0,Right,3,2,,0,0,Holland,Eredivisie,FC Utrecht,jesse van de haar
11152,1505,250992,Jesús Alvarez,M,26,CM,CDM,1,63,60,54,58,61,63,68,59,60,59,56,52,56,39,41,47,62,39,65,61,41,62,45,67,62,64,59,62,65,61,66,62,68,70,68,64,180.0,72.0,Right,3,2,,0,0,Spain,LALIGA HYPERMOTION,SD Huesca,jesus alvarez
11152,1671,199266,Ji Dong Won,M,34,ST,LM|LW|CAM,3,63,46,63,56,60,40,68,56,37,70,63,64,59,69,60,55,53,60,58,54,58,58,47,58,51,69,60,48,70,35,37,20,75,56,76,60,188.0,81.0,Right,4,2,,0,0,Korea Republic,A-League,Macarthur FC,ji dong won
11152,705,74627,Jiří Maxim Panoš,M,18,CAM,RW|CM,2,63,72,52,63,67,24,47,74,71,57,55,54,44,46,54,62,61,58,65,62,62,66,72,72,57,68,57,21,28,20,27,30,44,58,45,41,178.0,71.0,Left,3,3,,0,0,Czech Republic,Česká Liga,Viktoria Plzeň,jiri maxim panos
11152,2401,246345,Jo Jin Woo,M,26,CB,,0,63,58,36,44,41,62,71,57,58,41,37,34,32,41,32,34,37,32,53,57,31,29,46,45,57,51,52,60,65,61,63,60,74,61,77,68,189.0,81.0,Right,3,2,Bruiser|Slide Tackle,2,0,Korea Republic,K League 1,Daegu FC,jo jin woo
11152,2401,278203,Joachim Kayi Sanda,M,19,CB,,0,63,63,33,47,50,64,64,64,63,37,30,45,28,23,32,36,41,30,58,52,42,43,53,54,60,56,53,62,61,61,68,63,70,58,70,55,186.0,80.0,Right,3,2,,0,0,France,Ligue 2 BKT,Red Star FC,joachim kayi sanda
11152,1505,70109,Joackim Fagerjord,M,27,CM,CDM,1,63,52,54,57,59,60,67,52,52,61,56,56,54,42,40,42,62,30,66,64,41,60,52,56,64,61,56,62,57,59,62,58,65,65,71,61,185.0,78.0,Left,3,2,,0,0,Sweden,Allsvenskan,GAIS,joackim fagerjord
11152,934,278193,Joe Johnson,M,20,LB,,0,63,67,36,54,60,60,62,68,67,48,34,37,36,32,50,60,48,37,57,52,52,59,61,63,62,60,54,60,57,59,63,60,67,55,65,61,187.0,68.0,Left,2,2,,0,0,England,EFL League One,Luton Town,joe johnson
11152,1505,254135,Joe White,M,23,CM,CAM|ST,2,63,65,59,63,63,55,61,66,65,60,59,60,61,52,46,56,64,53,66,65,61,64,64,65,60,63,61,56,52,53,58,49,62,69,63,45,186.0,70.0,Left,3,3,Technical,1,0,England,EFL League One,Leyton Orient,joe white
11152,1505,204348,Joel Allansson,M,33,CM,CDM,1,63,41,49,64,66,52,62,42,40,58,45,55,52,42,40,60,61,63,67,64,65,64,68,75,64,67,67,54,33,54,56,53,41,73,58,62,174.0,69.0,Right,3,2,,0,0,Sweden,Allsvenskan,Halmstads BK,joel allansson
11152,934,246005,Joel King,M,25,LB,CB|RB|LM,3,63,69,33,55,58,56,71,72,67,58,35,29,29,28,36,63,40,30,63,56,48,58,64,69,58,56,54,55,50,56,59,56,71,81,74,53,179.0,78.0,Left,3,2,,0,0,Australia,A-League,Sydney FC,joel king
11152,236,74956,Joel Ndala,M,19,LW,LM,1,63,90,56,53,68,30,63,91,90,57,54,64,54,52,56,53,55,47,55,47,55,66,87,92,55,64,65,25,40,29,34,23,68,62,70,45,178.0,73.0,Right,3,3,Press Proven|Quick Step,2,0,England,EFL Championship,Hull City,joel ndala
11152,940,251006,Joel Senior,M,26,RB,LB|RM,2,63,70,33,50,59,57,65,71,69,48,31,35,30,32,48,60,46,42,54,38,38,57,74,73,58,55,56,59,53,56,59,57,65,81,60,55,181.0,70.0,Right,2,2,,0,0,England,EFL League Two,Bristol Rovers,joel senior
11152,1031,80065,Joffrey Bultel,M,26,CDM,CM,1,63,56,40,57,56,59,61,52,59,42,39,44,38,30,41,43,59,30,66,64,42,52,56,52,63,61,62,62,58,56,62,55,61,64,62,56,185.0,75.0,Right,3,2,,0,0,France,Ligue 2 BKT,US Boulogne,joffrey bultel
11152,1505,258273,Johannes Naschberger,M,26,CM,CDM,1,63,78,58,60,67,55,54,82,75,60,58,60,60,50,44,54,61,44,66,61,49,65,82,85,60,64,55,56,40,53,62,50,49,77,42,58,173.0,70.0,Right,3,3,,0,0,Austria,Ö. Bundesliga,WSG Tirol,johannes naschberger
11152,1505,189177,John Fleck,M,34,CM,CDM,1,63,52,62,67,64,59,60,53,51,58,59,69,65,56,60,67,66,66,67,67,68,60,69,75,66,65,67,63,44,59,62,60,51,40,64,75,170.0,72.0,Left,2,3,,0,0,Scotland,EFL League Two,Chesterfield,john fleck
11152,940,236626,John Koutroumbis,M,28,RB,CB,1,63,73,31,52,57,60,74,74,73,50,28,37,26,22,36,48,49,32,58,56,41,54,71,67,58,55,61,61,55,60,62,60,77,77,78,58,183.0,73.0,Right,3,2,Anticipate|Jockey,2,0,Australia,Scottish Prem,Motherwell,john koutroumbis
11152,2401,277272,Johnly Yfeko,M,22,CB,LB|LM,2,63,70,34,50,57,60,68,67,73,27,31,50,27,31,39,39,44,26,61,57,49,57,51,53,53,60,54,57,62,58,63,61,76,46,77,69,191.0,80.0,Left,3,2,Pinged Pass,1,0,England,EFL League One,Exeter City,johnly yfeko
11152,2401,248774,Jon Mellish,M,28,CB,LB|CM|LM,3,63,71,57,58,57,62,77,68,73,56,59,63,49,51,54,50,62,51,63,60,48,56,54,55,58,60,63,61,58,62,63,60,72,90,75,67,188.0,80.0,Left,3,2,Relentless,1,0,England,EFL League Two,MK Dons,jon mellish
11152,1505,258635,Jonah Fabisch,M,24,CM,CDM|CAM,2,63,64,58,57,64,59,61,65,64,59,62,60,57,36,41,37,66,55,63,61,55,62,74,76,60,63,60,58,52,56,65,58,59,74,56,57,180.0,71.0,Left,4,2,,0,0,Zimbabwe,3. Liga,FC Erzgebirge Aue,jonah fabisch
11152,934,275262,Jonah Sticker,M,21,LB,CB|RB,2,63,72,30,60,65,59,63,71,72,48,30,26,27,25,40,60,59,49,63,58,55,66,72,67,61,62,55,62,57,58,59,57,69,62,64,62,180.0,75.0,Right,2,2,,0,0,Germany,Bundesliga 2,SC Paderborn 07,jonah sticker
11152,1671,255540,Jonas Arweiler,M,28,ST,,0,63,54,63,51,60,27,64,54,54,66,62,68,62,58,67,42,55,58,56,44,44,57,63,54,65,63,60,16,67,27,23,21,71,57,74,46,188.0,79.0,Left,3,2,Gamechanger,1,0,Germany,3. Liga,SC Verl,jonas arweiler
11152,1031,262297,Jonas Dirkner,M,23,CDM,CM,1,63,56,39,55,63,63,60,58,54,38,38,45,39,33,38,45,57,40,63,56,44,60,68,68,64,65,65,63,56,63,64,63,60,63,59,61,181.0,70.0,Right,3,2,,0,0,Germany,3. Liga,FC Hansa Rostock,jonas dirkner
11152,1505,244083,Jonas Hofmann,M,29,CM,CDM,1,63,68,52,63,63,60,56,67,68,59,44,73,50,34,53,60,64,62,64,65,65,59,76,82,67,62,62,63,48,65,58,61,46,71,43,71,173.0,74.0,Right,3,2,,0,0,Germany,3. Liga,Energie Cottbus,jonas hofmann
11152,934,279715,Jonas Lange Hjorth,M,25,LB,LM,1,63,74,43,58,62,56,67,75,73,52,41,50,42,38,32,63,57,30,58,58,60,59,79,75,58,60,59,57,53,55,57,57,67,76,64,62,177.0,77.0,Left,3,2,,0,0,Norway,Eliteserien,KFUM-Kameratene,jonas lange hjorth
11152,2401,246264,Jonas Scholz,M,27,CB,,0,63,62,34,45,43,62,67,60,63,35,34,43,28,26,28,46,37,23,54,43,44,37,50,38,61,43,60,59,65,62,64,60,77,43,81,61,189.0,85.0,Left,3,2,,0,0,Germany,3. Liga,FC Ingolstadt 04,jonas scholz
11152,940,273550,Jonathan Dean,M,28,RB,LB|RM,2,63,70,36,56,56,58,59,67,73,46,33,46,31,34,40,57,48,31,64,61,40,53,58,78,58,57,57,54,55,58,61,61,62,71,56,53,173.0,69.0,Right,3,2,,0,0,United States,MLS,Chicago Fire FC,jonathan dean
11152,2401,190239,Jordan Bowery,M,34,CB,RB|LB|RM,3,63,83,57,52,61,59,77,80,86,58,58,60,53,51,59,56,41,35,58,53,45,60,64,68,61,61,55,60,61,59,58,56,84,82,80,61,187.0,84.0,Right,2,3,Jockey|Relentless,2,0,England,EFL League One,Mansfield Town,jordan bowery
11152,717,70787,Jordan Thomas,M,24,RM,RW,1,63,82,58,56,65,35,60,81,82,58,57,63,60,44,52,55,58,51,56,53,56,64,77,76,57,62,59,32,43,34,37,28,57,74,53,63,182.0,70.0,Left,3,3,,0,0,England,EFL League Two,Cheltenham Town,jordan thomas
11152,2401,206524,Jordan Willis,M,31,CB,RB,1,63,69,29,51,62,61,71,68,69,47,20,51,25,25,26,49,55,29,55,50,49,59,71,68,62,61,63,58,62,64,62,58,77,63,77,64,180.0,79.0,Right,2,2,,0,0,England,EFL League One,Northampton,jordan willis
11152,778,236388,Jordon Garrick,M,27,LM,ST|LW,2,63,79,62,55,65,42,60,80,79,60,62,72,58,56,50,58,57,49,58,44,53,65,74,70,60,62,56,39,56,40,43,37,73,61,63,46,179.0,77.0,Right,3,3,Power Shot|Rapid,2,0,Jamaica,SSE Airtricity PD,St. Pats,jordon garrick
11152,2401,256519,Jordy Gillekens,M,26,CB,,0,63,61,23,37,44,64,65,57,64,21,21,32,18,15,35,32,22,15,51,41,29,37,55,48,59,43,66,62,65,65,63,62,71,47,72,68,187.0,81.0,Right,3,2,,0,0,Belgium,3. Liga,Wehen Wiesbaden,jordy gillekens
11152,705,79070,Jorge Jiménez,M,26,CAM,CM,1,63,64,58,62,65,45,47,65,64,60,60,60,55,44,60,60,62,50,65,62,63,63,72,84,63,64,64,40,40,45,47,51,40,63,42,40,170.0,61.0,Left,3,3,,0,0,Spain,PKO BP Ekstraklasa,Wisła Płock,jorge jimenez
11152,1031,271014,Joseph N'Duquidi,M,21,CDM,CM,1,63,66,47,60,65,61,64,64,68,55,37,62,51,34,56,54,63,50,63,58,59,66,67,60,59,65,60,58,60,59,64,63,67,63,64,64,187.0,74.0,Right,3,2,,0,0,Angola,Ligue 2 BKT,Amiens SC,joseph n duquidi
11152,2401,261874,Josh Bauer,M,27,CB,,0,63,55,24,47,48,62,71,58,53,31,17,41,16,34,33,42,31,21,61,54,31,45,44,47,59,50,57,61,52,62,66,62,68,62,79,62,188.0,86.0,Right,3,2,,0,0,United States,MLS,Nashville SC,josh bauer
11152,1505,247140,Josh Benson,M,26,CM,CDM|CAM,2,63,60,57,64,65,60,64,68,53,54,54,64,61,52,52,61,62,62,67,63,64,63,74,75,60,65,63,60,49,59,65,56,60,70,62,61,178.0,76.0,Right,3,2,,0,0,England,EFL League One,Rotherham Utd,josh benson
11152,2401,252754,Josh Honohan,M,25,CB,LB|LM,2,63,69,40,48,56,62,71,70,69,50,38,39,50,21,36,46,48,38,51,46,41,60,52,66,56,51,52,61,63,63,62,60,75,68,72,70,178.0,68.0,Right,3,2,,0,0,Republic of Ireland,SSE Airtricity PD,Shamrock Rovers,josh honohan
11152,940,77296,Josip Ćorluka,M,31,RB,LB|RM,2,63,67,27,57,60,59,68,65,68,51,22,27,28,25,38,60,55,30,62,58,50,60,58,57,58,62,58,58,50,60,62,59,66,70,71,60,184.0,80.0,Right,2,2,,0,0,Bosnia and Herzegovina,PKO BP Ekstraklasa,Zagłębie Lubin,josip corluka
11152,2401,271394,Josué Escartin,M,23,CB,,0,63,62,30,46,45,63,67,59,65,23,21,57,26,21,43,36,42,31,56,49,44,34,55,50,62,54,53,60,62,58,69,62,73,53,76,59,193.0,85.0,Right,3,2,,0,0,France,Ligue 2 BKT,Red Star FC,josue escartin
11152,1505,76911,José Cavadia,M,20,CM,,0,63,71,56,59,64,50,61,72,71,65,59,62,48,40,45,44,60,33,70,64,47,61,71,66,59,68,65,40,33,50,60,55,53,70,58,58,177.0,70.0,Right,3,2,,0,0,Colombia,Sudamericana,América de Cali,jose cavadia
11152,2401,78356,José Luis Quiñones,M,23,CB,LB|RB,2,63,62,29,45,60,62,70,62,62,20,31,38,16,24,40,45,30,27,60,45,22,59,56,66,60,61,60,62,62,62,62,60,72,66,74,63,187.0,92.0,Right,3,2,,0,0,Colombia,Sudamericana,Mushuc Runa,jose luis quinones
11152,1671,238273,Jovan Marković,M,25,ST,CAM,1,63,73,61,52,63,31,69,74,72,62,61,66,59,49,55,43,55,45,57,50,63,60,75,72,62,62,63,29,64,25,29,26,78,61,73,65,183.0,75.0,Right,3,3,,0,0,Romania,SUPERLIGA,Farul Constanța,jovan markovic
11152,1671,263115,Jovon Makama,M,22,ST,RM|RW,2,63,70,62,50,59,27,71,73,68,62,64,65,58,60,55,38,49,44,60,51,42,58,64,61,59,59,60,20,62,26,20,26,83,60,83,53,195.0,89.0,Right,3,2,,0,0,England,EFL Championship,Norwich,jovon makama
11152,236,228875,João Oliveira,M,30,LW,RW|LM,2,63,74,58,59,65,33,55,76,73,58,61,58,54,50,55,60,55,49,64,57,54,66,67,65,45,66,56,23,42,44,27,29,55,67,53,43,177.0,69.0,Right,3,3,,0,0,Switzerland,PKO BP Ekstraklasa,Arka Gdynia,joao oliveira
11152,1505,208063,Ju Se Jong,M,35,CM,CDM,1,63,40,53,68,61,56,67,39,41,54,44,66,60,47,57,68,67,71,68,69,67,55,71,77,62,61,69,60,41,58,57,55,47,75,68,60,176.0,68.0,Right,4,3,Anticipate|Dead Ball|Incisive Pass|Intercept|Long Ball Pass,5,0,Korea Republic,K League 1,Gwangju FC,ju se jong
11152,717,242678,Juan Camilo Salazar,M,28,RM,LW|RW,2,63,74,46,57,68,35,52,77,72,63,46,55,32,50,49,59,62,34,62,48,42,69,74,81,58,65,68,24,31,56,25,29,54,53,56,41,170.0,71.0,Right,3,3,,0,0,Colombia,CSL,Changchun Yatai,juan camilo salazar
11152,2401,74050,Juan José Guevara,M,24,CB,,0,63,62,23,43,46,63,66,58,65,25,19,35,17,20,36,35,36,27,54,49,31,38,54,63,58,49,48,61,64,62,66,63,71,54,73,60,180.0,72.0,Right,2,2,,0,0,Colombia,Ligue 2 BKT,SC Bastia,juan jose guevara
